TweetID,Timestamp,Emotions
1.3078E+18,2020-9,"['fear', 'sadness', 'disgust']"
1.30828E+18,2020-9,"['sadness', 'anger', 'disgust']"
1.30871E+18,2020-9,"['anger', 'disgust']"
1.30891E+18,2020-9,"['sadness', 'anticipation']"
1.30964E+18,2020-9,['joy']
1.30993E+18,2020-9,"['anticipation', 'disgust']"
1.31107E+18,2020-9,['anticipation']
1.31144E+18,2020-9,['anticipation']
1.31182E+18,2020-10,['anticipation']
1.31217E+18,2020-10,"['anticipation', 'trust']"
1.31222E+18,2020-10,['surprise']
1.31263E+18,2020-10,['joy']
1.31273E+18,2020-10,"['anticipation', 'anger']"
1.31278E+18,2020-10,['anger']
1.31424E+18,2020-10,"['trust', 'surprise']"
1.31562E+18,2020-10,"['anticipation', 'anger']"
1.31575E+18,2020-10,"['fear', 'sadness', 'anticipation']"
1.31721E+18,2020-10,"['anticipation', 'joy', 'surprise']"
1.31741E+18,2020-10,['anticipation']
1.31818E+18,2020-10,['anger']
1.31884E+18,2020-10,"['fear', 'sadness', 'surprise']"
1.31987E+18,2020-10,"['anticipation', 'surprise']"
1.32019E+18,2020-10,"['fear', 'anger', 'disgust']"
1.32044E+18,2020-10,['fear']
1.32078E+18,2020-10,"['anticipation', 'trust']"
1.32307E+18,2020-11,['anticipation']
1.32383E+18,2020-11,"['anticipation', 'anger', 'surprise', 'disgust', 'fear', 'sadness']"
1.3239E+18,2020-11,"['sadness', 'anger', 'disgust']"
1.32404E+18,2020-11,['fear']
1.32423E+18,2020-11,['surprise']
1.3247E+18,2020-11,['surprise']
1.32502E+18,2020-11,['surprise']
1.32542E+18,2020-11,"['anger', 'disgust']"
1.32543E+18,2020-11,['sadness']
1.32579E+18,2020-11,"['sadness', 'trust']"
1.32599E+18,2020-11,"['sadness', 'trust', 'anticipation', 'surprise']"
1.32716E+18,2020-11,"['sadness', 'anticipation']"
1.32913E+18,2020-11,['fear']
1.32916E+18,2020-11,"['fear', 'anticipation']"
1.33007E+18,2020-11,"['anticipation', 'anger']"
1.33052E+18,2020-11,"['fear', 'anticipation']"
1.33104E+18,2020-11,"['sadness', 'surprise']"
1.33115E+18,2020-11,"['anticipation', 'surprise']"
1.33126E+18,2020-11,"['anger', 'surprise']"
1.33239E+18,2020-11,['sadness']
1.33341E+18,2020-11,['joy']
1.33457E+18,2020-12,['surprise']
1.33581E+18,2020-12,['sadness']
1.33625E+18,2020-12,"['fear', 'anticipation']"
1.33678E+18,2020-12,"['disgust', 'sadness', 'surprise']"
1.33686E+18,2020-12,['surprise']
1.33748E+18,2020-12,"['anticipation', 'trust']"
1.33772E+18,2020-12,"['anger', 'surprise']"
1.33873E+18,2020-12,"['anticipation', 'sadness', 'anger']"
1.33949E+18,2020-12,"['fear', 'anticipation', 'surprise']"
1.3399E+18,2020-12,['anger']
1.34071E+18,2020-12,"['anger', 'disgust']"
1.34177E+18,2020-12,"['fear', 'anticipation']"
1.34221E+18,2020-12,['anticipation']
1.34284E+18,2020-12,"['anticipation', 'anger', 'disgust', 'fear', 'sadness']"
1.34379E+18,2020-12,"['joy', 'surprise']"
1.34388E+18,2020-12,"['fear', 'anticipation']"
1.34403E+18,2020-12,['trust']
1.34505E+18,2021-1,"['sadness', 'anger']"
1.34587E+18,2021-1,"['sadness', 'anger', 'disgust']"
1.3459E+18,2021-1,"['sadness', 'anticipation']"
1.34689E+18,2021-1,['anticipation']
1.347E+18,2021-1,"['fear', 'anticipation']"
1.34707E+18,2021-1,"['fear', 'sadness', 'anger']"
1.34883E+18,2021-1,"['fear', 'anticipation']"
1.3489E+18,2021-1,"['sadness', 'anger']"
1.34924E+18,2021-1,"['joy', 'trust']"
1.35045E+18,2021-1,"['anticipation', 'surprise']"
1.35069E+18,2021-1,"['surprise', 'anticipation', 'disgust']"
1.35078E+18,2021-1,"['fear', 'anticipation']"
1.35104E+18,2021-1,"['anticipation', 'sadness', 'anger', 'joy']"
1.35145E+18,2021-1,['anger']
1.35147E+18,2021-1,"['fear', 'sadness', 'anticipation']"
1.35165E+18,2021-1,"['anticipation', 'anger', 'disgust']"
1.35217E+18,2021-1,"['fear', 'anticipation', 'trust']"
1.35256E+18,2021-1,"['anticipation', 'anger']"
1.35347E+18,2021-1,"['anticipation', 'disgust']"
1.35422E+18,2021-1,['surprise']
1.35432E+18,2021-1,"['anticipation', 'anger', 'disgust']"
1.35504E+18,2021-1,"['anticipation', 'fear', 'sadness', 'anger']"
1.35526E+18,2021-1,['anticipation']
1.35692E+18,2021-2,['anger']
1.35771E+18,2021-2,['anticipation']
1.35802E+18,2021-2,"['anger', 'disgust']"
1.35877E+18,2021-2,['trust']
1.36052E+18,2021-2,"['anticipation', 'anger', 'disgust']"
1.36185E+18,2021-2,"['sadness', 'anticipation']"
1.36329E+18,2021-2,"['sadness', 'anger', 'disgust']"
1.36351E+18,2021-2,"['anger', 'disgust']"
1.36384E+18,2021-2,"['fear', 'anger']"
1.3639E+18,2021-2,"['sadness', 'anger']"
1.36434E+18,2021-2,['anger']
1.36467E+18,2021-2,"['trust', 'joy', 'surprise']"
1.36472E+18,2021-2,['anticipation']
1.36514E+18,2021-2,"['sadness', 'anticipation']"
1.36555E+18,2021-2,"['sadness', 'anger', 'disgust']"
1.36566E+18,2021-2,['anger']
1.36639E+18,2021-3,"['fear', 'sadness']"
1.3667E+18,2021-3,['anger']
1.36784E+18,2021-3,"['sadness', 'anger']"
1.36826E+18,2021-3,['joy']
1.36884E+18,2021-3,"['anticipation', 'joy', 'trust']"
1.36896E+18,2021-3,['joy']
1.36937E+18,2021-3,['anticipation']
1.36967E+18,2021-3,['joy']
1.37007E+18,2021-3,"['sadness', 'disgust', 'anger', 'surprise']"
1.37047E+18,2021-3,"['anticipation', 'surprise']"
1.3706E+18,2021-3,['anticipation']
1.37201E+18,2021-3,['fear']
1.37232E+18,2021-3,"['anticipation', 'surprise']"
1.37288E+18,2021-3,['anticipation']
1.37407E+18,2021-3,"['anger', 'disgust']"
1.37474E+18,2021-3,"['anger', 'anticipation']"
1.37511E+18,2021-3,"['sadness', 'anticipation']"
1.37516E+18,2021-3,"['anticipation', 'sadness', 'anger', 'surprise']"
1.37554E+18,2021-3,"['anticipation', 'joy', 'surprise']"
1.37615E+18,2021-3,"['sadness', 'anger']"
1.37627E+18,2021-3,"['trust', 'sadness', 'joy', 'surprise']"
1.37668E+18,2021-3,"['anticipation', 'anger']"
1.37715E+18,2021-3,['anticipation']
1.37805E+18,2021-4,"['anticipation', 'trust']"
1.37812E+18,2021-4,['anger']
1.37916E+18,2021-4,"['sadness', 'anger']"
1.3794E+18,2021-4,"['anticipation', 'anger']"
1.37969E+18,2021-4,"['anticipation', 'trust']"
1.38019E+18,2021-4,['anger']
1.38051E+18,2021-4,"['anger', 'disgust']"
1.38119E+18,2021-4,"['anger', 'disgust']"
1.38282E+18,2021-4,"['anger', 'surprise']"
1.38355E+18,2021-4,"['fear', 'anticipation']"
1.3842E+18,2021-4,"['fear', 'anticipation']"
1.38471E+18,2021-4,"['anticipation', 'surprise']"
1.38505E+18,2021-4,"['anger', 'disgust']"
1.3863E+18,2021-4,['anticipation']
1.38642E+18,2021-4,"['fear', 'sadness', 'anticipation']"
1.3866E+18,2021-4,"['fear', 'anticipation']"
1.38666E+18,2021-4,['anticipation']
1.38699E+18,2021-4,['sadness']
1.38852E+18,2021-5,['joy']
1.39042E+18,2021-5,['surprise']
1.39054E+18,2021-5,['trust']
1.39106E+18,2021-5,"['joy', 'trust']"
1.3912E+18,2021-5,['trust']
1.39174E+18,2021-5,"['sadness', 'anticipation']"
1.39234E+18,2021-5,"['sadness', 'anticipation', 'trust']"
1.39325E+18,2021-5,['anticipation']
1.39394E+18,2021-5,"['anticipation', 'trust']"
1.39394E+18,2021-5,"['anticipation', 'surprise']"
1.39427E+18,2021-5,"['fear', 'anticipation']"
1.39443E+18,2021-5,"['anger', 'disgust']"
1.39465E+18,2021-5,['anticipation']
1.39622E+18,2021-5,['anticipation']
1.39672E+18,2021-5,"['sadness', 'anticipation', 'surprise']"
1.39713E+18,2021-5,"['joy', 'trust']"
1.39722E+18,2021-5,"['anticipation', 'anger']"
1.39876E+18,2021-5,"['anticipation', 'trust']"
1.39995E+18,2021-6,"['fear', 'anticipation']"
1.4005E+18,2021-6,"['anger', 'disgust']"
1.4006E+18,2021-6,"['anticipation', 'anger', 'disgust']"
1.22015E+18,2020-1,"['sadness', 'surprise']"
1.22102E+18,2020-1,"['fear', 'anticipation', 'surprise', 'disgust']"
1.22131E+18,2020-1,"['fear', 'sadness']"
1.22205E+18,2020-1,['sadness']
1.22257E+18,2020-1,['trust']
1.22298E+18,2020-1,"['fear', 'disgust']"
1.22323E+18,2020-1,"['fear', 'anticipation', 'surprise']"
1.22486E+18,2020-2,['joy']
1.2255E+18,2020-2,"['anticipation', 'joy']"
1.22767E+18,2020-2,['sadness']
1.22823E+18,2020-2,"['anticipation', 'joy']"
1.22832E+18,2020-2,"['sadness', 'anticipation']"
1.22903E+18,2020-2,"['sadness', 'anticipation']"
1.22933E+18,2020-2,"['fear', 'sadness', 'anticipation']"
1.23045E+18,2020-2,['sadness']
1.23228E+18,2020-2,"['sadness', 'anger']"
1.23372E+18,2020-2,"['fear', 'anger']"
1.23397E+18,2020-3,['sadness']
1.23487E+18,2020-3,['joy']
1.23524E+18,2020-3,['fear']
1.23566E+18,2020-3,"['sadness', 'anticipation']"
1.2357E+18,2020-3,['anticipation']
1.23774E+18,2020-3,['anticipation']
1.23935E+18,2020-3,['joy']
1.23942E+18,2020-3,"['anticipation', 'anger', 'disgust', 'fear', 'sadness']"
1.23949E+18,2020-3,['sadness']
1.23973E+18,2020-3,['sadness']
1.24044E+18,2020-3,['disgust']
1.24134E+18,2020-3,['joy']
1.24209E+18,2020-3,['sadness']
1.2425E+18,2020-3,"['surprise', 'fear', 'disgust']"
1.24399E+18,2020-3,"['anger', 'disgust']"
1.24447E+18,2020-3,['disgust']
1.2447E+18,2020-3,['anticipation']
1.24494E+18,2020-3,"['fear', 'sadness']"
1.24609E+18,2020-4,"['sadness', 'disgust']"
1.24631E+18,2020-4,"['sadness', 'anticipation']"
1.24731E+18,2020-4,"['fear', 'sadness']"
1.24749E+18,2020-4,['joy']
1.24768E+18,2020-4,"['sadness', 'anticipation']"
1.24839E+18,2020-4,"['sadness', 'disgust']"
1.24881E+18,2020-4,['sadness']
1.24894E+18,2020-4,['anticipation']
1.25041E+18,2020-4,"['sadness', 'anger', 'disgust']"
1.25044E+18,2020-4,['joy']
1.251E+18,2020-4,['sadness']
1.25105E+18,2020-4,"['anger', 'disgust']"
1.25183E+18,2020-4,['joy']
1.25278E+18,2020-4,"['anger', 'disgust']"
1.2531E+18,2020-4,"['anger', 'disgust']"
1.25355E+18,2020-4,"['anger', 'disgust']"
1.25406E+18,2020-4,['sadness']
1.25411E+18,2020-4,['anticipation']
1.2545E+18,2020-4,['sadness']
1.25452E+18,2020-4,"['fear', 'sadness']"
1.25642E+18,2020-5,"['anger', 'anticipation']"
1.25735E+18,2020-5,"['sadness', 'anticipation']"
1.25942E+18,2020-5,"['anticipation', 'anger', 'disgust']"
1.25982E+18,2020-5,['anticipation']
1.25991E+18,2020-5,"['sadness', 'anger', 'trust']"
1.26027E+18,2020-5,['sadness']
1.26029E+18,2020-5,"['sadness', 'anticipation', 'surprise']"
1.26098E+18,2020-5,"['anticipation', 'anger', 'disgust']"
1.26169E+18,2020-5,"['sadness', 'disgust']"
1.26239E+18,2020-5,['anger']
1.26278E+18,2020-5,"['sadness', 'anger', 'disgust']"
1.26309E+18,2020-5,"['fear', 'sadness', 'anger']"
1.26408E+18,2020-5,['disgust']
1.26427E+18,2020-5,['sadness']
1.26522E+18,2020-5,['fear']
1.26569E+18,2020-5,"['sadness', 'disgust']"
1.26585E+18,2020-5,['anticipation']
1.26593E+18,2020-5,['anticipation']
1.2665E+18,2020-5,"['sadness', 'anger']"
1.26716E+18,2020-5,"['sadness', 'anger']"
1.26721E+18,2020-5,"['sadness', 'disgust']"
1.2675E+18,2020-6,"['anger', 'disgust']"
1.26823E+18,2020-6,"['anticipation', 'anger', 'disgust']"
1.26842E+18,2020-6,"['anger', 'disgust']"
1.26867E+18,2020-6,"['anticipation', 'disgust']"
1.26928E+18,2020-6,"['fear', 'sadness', 'anticipation']"
1.26986E+18,2020-6,['anger']
1.26998E+18,2020-6,"['anger', 'sadness', 'anticipation', 'disgust']"
1.27068E+18,2020-6,"['fear', 'anticipation']"
1.27135E+18,2020-6,['sadness']
1.27139E+18,2020-6,['fear']
1.27231E+18,2020-6,"['fear', 'sadness', 'anticipation']"
1.27241E+18,2020-6,"['joy', 'surprise']"
1.27287E+18,2020-6,"['sadness', 'anticipation']"
1.27289E+18,2020-6,['disgust']
1.27332E+18,2020-6,['joy']
1.27351E+18,2020-6,"['anticipation', 'trust']"
1.27377E+18,2020-6,"['sadness', 'anticipation']"
1.27399E+18,2020-6,['sadness']
1.27414E+18,2020-6,['disgust']
1.27436E+18,2020-6,"['fear', 'sadness']"
1.27493E+18,2020-6,['joy']
1.27494E+18,2020-6,['fear']
1.2758E+18,2020-6,['disgust']
1.27619E+18,2020-6,"['fear', 'sadness', 'anticipation']"
1.27622E+18,2020-6,['sadness']
1.27675E+18,2020-6,['sadness']
1.27683E+18,2020-6,"['fear', 'anticipation']"
1.27696E+18,2020-6,['surprise']
1.27705E+18,2020-6,"['anger', 'disgust']"
1.27804E+18,2020-6,['fear']
1.27807E+18,2020-6,"['anger', 'joy']"
1.27818E+18,2020-7,"['sadness', 'anger', 'disgust']"
1.27884E+18,2020-7,"['anger', 'disgust']"
1.28061E+18,2020-7,"['fear', 'anger']"
1.28091E+18,2020-7,['disgust']
1.28117E+18,2020-7,['surprise']
1.28212E+18,2020-7,"['fear', 'sadness']"
1.28217E+18,2020-7,['anticipation']
1.28271E+18,2020-7,"['anger', 'disgust']"
1.28359E+18,2020-7,['sadness']
1.28396E+18,2020-7,['anticipation']
1.28401E+18,2020-7,"['sadness', 'anger', 'disgust']"
1.28527E+18,2020-7,['disgust']
1.28589E+18,2020-7,"['anger', 'disgust']"
1.28612E+18,2020-7,"['sadness', 'anticipation']"
1.28616E+18,2020-7,"['anticipation', 'anger']"
1.28678E+18,2020-7,"['sadness', 'anger', 'disgust']"
1.28688E+18,2020-7,['sadness']
1.2879E+18,2020-7,['sadness']
1.28797E+18,2020-7,"['surprise', 'sadness', 'disgust']"
1.28883E+18,2020-7,['anger']
1.28888E+18,2020-7,['anger']
1.28922E+18,2020-7,['surprise']
1.29E+18,2020-8,"['anger', 'disgust']"
1.29046E+18,2020-8,['sadness']
1.29102E+18,2020-8,"['anger', 'disgust']"
1.29198E+18,2020-8,"['sadness', 'anticipation']"
1.29229E+18,2020-8,"['anticipation', 'anger']"
1.29281E+18,2020-8,['anger']
1.29309E+18,2020-8,['anticipation']
1.29385E+18,2020-8,['sadness']
1.29406E+18,2020-8,['sadness']
1.29449E+18,2020-8,"['sadness', 'disgust']"
1.29465E+18,2020-8,"['sadness', 'anger']"
1.29537E+18,2020-8,"['anticipation', 'surprise']"
1.29541E+18,2020-8,"['sadness', 'trust']"
1.29627E+18,2020-8,['joy']
1.29683E+18,2020-8,['anticipation']
1.29708E+18,2020-8,"['anger', 'sadness', 'anticipation']"
1.29839E+18,2020-8,"['anticipation', 'joy']"
1.29848E+18,2020-8,"['fear', 'sadness', 'anticipation']"
1.30016E+18,2020-8,['sadness']
1.3004E+18,2020-8,['joy']
1.30132E+18,2020-9,['sadness']
1.30176E+18,2020-9,['sadness']
1.30249E+18,2020-9,"['sadness', 'anticipation', 'surprise']"
1.30312E+18,2020-9,"['fear', 'anger']"
1.30315E+18,2020-9,"['fear', 'sadness']"
1.30352E+18,2020-9,['anticipation']
1.30494E+18,2020-9,['fear']
1.30503E+18,2020-9,['joy']
1.3057E+18,2020-9,"['anticipation', 'disgust']"
1.30654E+18,2020-9,['disgust']
1.30674E+18,2020-9,"['anger', 'joy']"
1.3074E+18,2020-9,"['surprise', 'disgust']"
1.30851E+18,2020-9,['disgust']
1.30901E+18,2020-9,"['fear', 'sadness']"
1.31108E+18,2020-9,['anger']
1.3121E+18,2020-10,"['sadness', 'anger']"
1.31278E+18,2020-10,"['anticipation', 'surprise']"
1.31295E+18,2020-10,"['anger', 'anticipation']"
1.3134E+18,2020-10,"['fear', 'anticipation']"
1.31356E+18,2020-10,['disgust']
1.31362E+18,2020-10,['disgust']
1.31434E+18,2020-10,['anticipation']
1.31508E+18,2020-10,['disgust']
1.31593E+18,2020-10,"['fear', 'sadness']"
1.31628E+18,2020-10,"['sadness', 'anger', 'joy']"
1.3165E+18,2020-10,"['fear', 'anticipation']"
1.31847E+18,2020-10,['anticipation']
1.31888E+18,2020-10,"['anticipation', 'sadness', 'anger']"
1.31888E+18,2020-10,['sadness']
1.31889E+18,2020-10,"['fear', 'anticipation']"
1.31921E+18,2020-10,"['fear', 'anticipation']"
1.31949E+18,2020-10,['trust']
1.32095E+18,2020-10,['anger']
1.32131E+18,2020-10,['anticipation']
1.32284E+18,2020-11,"['fear', 'sadness']"
1.32328E+18,2020-11,"['anger', 'anticipation']"
1.32332E+18,2020-11,"['anticipation', 'anger', 'surprise']"
1.32425E+18,2020-11,['joy']
1.32444E+18,2020-11,['joy']
1.32445E+18,2020-11,['anticipation']
1.3249E+18,2020-11,['anticipation']
1.32574E+18,2020-11,['anticipation']
1.32679E+18,2020-11,"['fear', 'anticipation']"
1.3276E+18,2020-11,['disgust']
1.32818E+18,2020-11,['sadness']
1.32892E+18,2020-11,['sadness']
1.32927E+18,2020-11,['anticipation']
1.32943E+18,2020-11,['sadness']
1.33012E+18,2020-11,"['sadness', 'surprise']"
1.33033E+18,2020-11,"['fear', 'sadness', 'anticipation']"
1.3306E+18,2020-11,"['fear', 'sadness']"
1.33073E+18,2020-11,"['anger', 'disgust']"
1.33143E+18,2020-11,['disgust']
1.33145E+18,2020-11,['anticipation']
1.33149E+18,2020-11,"['anticipation', 'joy']"
1.33168E+18,2020-11,['anticipation']
1.33283E+18,2020-11,"['anticipation', 'trust']"
1.333E+18,2020-11,['sadness']
1.33318E+18,2020-11,['fear']
1.33462E+18,2020-12,"['fear', 'sadness']"
1.33515E+18,2020-12,"['sadness', 'anticipation']"
1.33569E+18,2020-12,['sadness']
1.33569E+18,2020-12,['surprise']
1.33633E+18,2020-12,['anger']
1.33682E+18,2020-12,"['sadness', 'anger']"
1.33765E+18,2020-12,['joy']
1.33789E+18,2020-12,['sadness']
1.33816E+18,2020-12,['surprise']
1.34019E+18,2020-12,"['joy', 'surprise']"
1.34039E+18,2020-12,"['anger', 'disgust']"
1.34044E+18,2020-12,['disgust']
1.34075E+18,2020-12,"['anger', 'disgust']"
1.34111E+18,2020-12,"['sadness', 'anger']"
1.34189E+18,2020-12,['anticipation']
1.34201E+18,2020-12,"['anticipation', 'trust']"
1.3425E+18,2020-12,['disgust']
1.34253E+18,2020-12,['anticipation']
1.34278E+18,2020-12,"['joy', 'trust']"
1.34283E+18,2020-12,"['anger', 'disgust']"
1.34313E+18,2020-12,['sadness']
1.34596E+18,2021-1,"['fear', 'anger', 'disgust']"
1.34611E+18,2021-1,"['anticipation', 'anger', 'disgust']"
1.34644E+18,2021-1,"['sadness', 'anger', 'disgust']"
1.34685E+18,2021-1,"['anger', 'anticipation']"
1.34738E+18,2021-1,"['sadness', 'anticipation']"
1.34764E+18,2021-1,"['sadness', 'anticipation']"
1.34808E+18,2021-1,['sadness']
1.34954E+18,2021-1,['anticipation']
1.34996E+18,2021-1,"['fear', 'sadness']"
1.35016E+18,2021-1,['sadness']
1.35032E+18,2021-1,['sadness']
1.35045E+18,2021-1,['sadness']
1.35209E+18,2021-1,"['joy', 'disgust']"
1.35285E+18,2021-1,"['surprise', 'anticipation', 'joy', 'trust']"
1.35297E+18,2021-1,['sadness']
1.35311E+18,2021-1,"['anger', 'disgust']"
1.35363E+18,2021-1,['anticipation']
1.3538E+18,2021-1,['joy']
1.35384E+18,2021-1,"['sadness', 'anticipation']"
1.35392E+18,2021-1,['joy']
1.35466E+18,2021-1,['anticipation']
1.35483E+18,2021-1,['surprise']
1.35557E+18,2021-1,"['fear', 'sadness', 'anticipation']"
1.35575E+18,2021-1,['anticipation']
1.35629E+18,2021-2,['joy']
1.35637E+18,2021-2,['anger']
1.35642E+18,2021-2,['anticipation']
1.35738E+18,2021-2,"['anticipation', 'surprise']"
1.3579E+18,2021-2,"['sadness', 'surprise']"
1.358E+18,2021-2,"['anticipation', 'trust', 'anger', 'surprise']"
1.35822E+18,2021-2,"['disgust', 'surprise']"
1.3585E+18,2021-2,"['disgust', 'anticipation', 'surprise']"
1.35851E+18,2021-2,"['anger', 'disgust']"
1.35852E+18,2021-2,"['anticipation', 'surprise']"
1.35893E+18,2021-2,['sadness']
